doi,paragraph,synthesis_label
10.1016/j.jcis.2020.10.118,"Carbon black (50 mg, VulcanXC-72R) was dispersed in 30 mL of deionized water by ultrasonic processing for 30 min. In addition, 191 mg of Cu(NO3)2﹞3H2O and 332.6 mg of In(NO3)3﹞4.5H2O were dispersed in 10 mL of deionized water, stirred for 10 min to completely dissolve, and mixed with the carbon black dispersion and sonicated for 40 min. After sonication, a black suspension was obtained, which was concentrated to 2每5 mL in a 60 ～C water bath and put into a square porcelain boat. After drying, it was placed in a high-temperature tube furnace for calcination at 500 ～C with a temperature increase rate of 5 ～C min-1 in a 5% H2/Ar atmosphere, maintained at 4 500 ～C for 2 h, then cooled to 25 ～C at a rate of 5 ～C min-1. After that, the solid product was centrifuged, washed with deionized water. Then it was dried in a vacuum oven at 60 ～C for 48 h. For comparison, Cu/C and In2O3/C were synthesized by the same method as described above without In(NO3)3﹞4.5H2O or Cu(NO3)2﹞3H2O.",1
10.1016/j.jcis.2021.03.120,"The AgxCuy bimetallic aerogel was prepared by simultaneously reducing Ag nitrate and copper nitrate with potassium borohydride in an aqueous solution at room temperature. As to Ag88Cu12 aerogel, 15 mL 0.1 M KBH4 was added in 5 mL 0.1 M AgNO3. The solution turned from colorless to black instantly. Then 13.6 mL 5 mM Cu(NO3)2 3H2O aqueous solution was added into the above solution. The mixed liquid in the beaker was shaken quickly for two minutes, and let it stand for 8 h. The resulted black hydrogel was washed five times with deionized water to remove residual impurities in the sample. Then the sample was frozen in the refrigerator and freeze-dried to obtain the Ag88Cu12 bimetal aerogel. Similar to the above method, Ag100 was prepared without Cu2+, and Ag50Cu50 was obtained by controlling the equal molar ratio of Ag to Cu.",1
10.1016/j.jcis.2021.03.120,"Typical bimetallic aerogel is prepared by co-reduction using AgNO3 and Cu(NO3)2 3H2O as precursors and KBH4 as reducing agent. The synthesis schematic diagram is shown in Fig. 1a. First, KBH4 is added into AgNO3, and the solution quickly turns black. After addition of Cu(NO3)2, the hydrogel is obtained by standing for 8 h, washed with water in depth and then dried by a freeze dryer to acquire bimetallic aerogel. Fig. 1b-d are scanning electron microscope (SEM) images of Ag100, Ag88Cu12 and Ag50Cu50, showing analogical porous structure, which indicates aerogel structure is not affected by metal ratio and can be universally feasible. The formation of these pores maybe caused by the large amount of overflowing H2 generated while reducing Ag+ and Cu2+ by KBH4. The three-dimensional porous network structure is the most important feature of aerogel materials[38] suggesting the successful preparation of our Ag-Cu bimetallic aerogel. Compared with onedimensional and two-dimensional materials, aerogel has unique advantages in catalysis. The large number of pores in Ag88Cu12 can supply more reaction sites for eCO2RR, and provide transfer channels for unreacted CO2 and generated CO to facilitate the diffusion of gas molecules, which favors its high activity and selectivity. Transmission electron microscopy (TEM) further illustrates the successful synthesis of aerogel materials. Aerogel has three types of linkage: (1) bridge, applying to that the average size of the particle joint is smaller than the particle diameter, (2) ligament (size equal to the particle diameter) and (3) island (size larger than particle diameter)[39]. It is confirmed from Fig. 1e that Ag88Cu12 aerogel is composed of nanoparticles connected by ligaments with a porous network structure. As to the high-resolution TEM (Fig. 1f), it can be seen that a large number of grain boundaries are detected in the bimetallic aerogel. The lattice d-spacing of 0.232 nm corresponds to the face-centered-cubic structure of Ag(111)[40] which is further confirmed by the X-ray diffraction pattern (Fig. 2a), and the lattice d-spacing of 0.208 nm corresponds to the Cu(111)[38] (insert of Fig. 1f). STEM high-angle annular dark field-energy dispersive X-ray spectrometer (HAADF-EDX) mapping pictures show that the distribution of Ag and Cu is uniform (Fig. 1g, Fig. S1). The value of BET specific surface area, pore volume and pore size of the bimetallic aerogel catalyst tested by liquid N2 adsorptiondesorption experiment can be seen in the Table S1. The BET surface area and pore size of Ag100, Ag88Cu12, and Ag50Cu50 are 3.04, 8.29, 9.25 m2 g 1 and 4.86, 5.49, 5.12 nm, respectively. Their nitrogen adsorption and desorption curves and pore size distribution are shown in Fig. S2.",1
10.1016/j.jcou.2017.03.006,"Cu nanoparticles were produced using the sacrificial support method (SSM) [55每64]. Fumed silica (Carb-O-Sil ? EH-5, 380 m2g 1) was incorporated into the minimum amount of ultrapure water (Millipore, 18 MV-cm) required to develop a well dispersed solution. Cu(NO3)2 3H2O (Sigma每Aldrich, 98.0-103%) was dissolved in ultrapure water (10 mL) and incorporated by ultrasonic force into the silica solution to form a well-mixed colloidal suspension. This solution was dried in an oven at 85 C for over 12 h. The weight percent of Cu metal to fumed silica in the precursor was varied (5, 10, 20, & 30 wt% Cu: EH-5). Particles are designated as Cu1 (5 wt%), Cu2 (10 wt%), Cu3 (20 wt%), and Cu4 (30 wt%). The dried precursor was ground into a fine powder and reduced in a hydrogen environment (100 cc min 1) up to 250 C (ramp rate: 10 C min 1) for 2 h. The reduced powders were cooled to room temperature and the reaction chamber was sealed with Parafilm? and allowed to equilibrate with an oxygen containing environment (air) for 7 d. The reduced powders were combined with a potassium hydroxide solution (7 M, KOH pellets: EMD, 85%, 25 mL) and etched for 12 h. The nanoparticles were rinsed with ultrapure water until pH neutral (pH = 7) then separated from solution using centrifugal force and dried at room temperature.",1
10.1016/j.jcou.2018.01.021,"In our work, we used a simple, inexpensive and novel procedure to synthesize a series of graphene-based materials. As an example, Cu/ TiO2/NG was synthesized by the following procedure: 10mg of NG was first dispersed into 60mL of deionized water by sonication to yield a homogeneous NG suspension. Then, 3.57mg of TiO2 was added into the turbid solution, and the solution was sonicated for 30min. Then, 5.73mg of Cu(NO3)2﹞3H2O was poured in the above solution. To stabilize Cu2+, sodium citrate was added. Hydrazine hydrate was also dropwise added at room temperature to reduce Cu2+. After stirring the solution gently overnight, it was undergone those process: centrifuged, washed with deionized water, and dried in a vacuum oven at 80 ～C for 4 h. Moreover, Cu/NG and TiO2/NG were prepared using the same process, except for the absence of TiO2 or Cu(NO3)2﹞3H2O in the solution, respectively.",1
10.1016/j.jcou.2019.03.002,"The preparation of the electrocatalytic material has been carried out at room temperature using a published synthesis procedure [39], adapted to incorporate the dispersion of the commercial ZnO particles (< 45 米m, 99.5% purity, ACROS organic). In brief, the particles are synthesized by reduction of CuCl2﹞2H2O (0.2M solution) with sodium borohydride (NaBH4) as reducing agent using a w/o microemulsion of water/polyethylenglycol-dodecylether (BRIJ? 30)/n-heptane. After complete reduction, a specific amount of ZnO is added to disperse the particles. The Cu oxides/ZnO particles weight ratio is 1:4. Subsequently, and after alternating magnetic stirring with ultrasounds for 1 h, acetone is added to the solution to break the microemulsion, causing phase separation. Afterwards, the precipitated obtained is filtered, washed several times with acetone and ultrapure water. Finally, the resulting precipitate is dried at 70 ～C in a laboratory oven.",1
10.1016/j.jcou.2019.05.025,"HKUST-1 samples were prepared following a previously described solvent-less synthetic procedure [63]. The synthesis proceeded as follows: 3 mmol (0.605 g) of Cu(OAc)2﹞H2O (OAc: acetate) and 2mmol (0.442 g) of trimesic acid (H3BTC: benzene-1,3,5-tricarboxilic acid, 0.40mmol) were hand-grinded thoroughly to obtain a homogeneous mixture, which was sealed in a 2-mL glass ampule and subsequently heated at 120 ～C during 48 h using 2 ～C/min heating ramp. The product was washed with methanol to remove unreacted reagents. Bi-based MOF, named as CAU-17, was prepared following the synthetic procedure described elsewhere [64]. Basically, Bi(NO3)3﹞5H2O (1.03mmol) and H3BTC (1.17mmol) were added to a 70m L-teflon reactor along with 20mL of CH3OH, and heated to 120 ～C in a microwave oven during 20min. The precipitate was filtered off, washed with methanol and dried at room temperature. MOF samples were characterized by powder X-ray diffraction (PXRD) on a Phillips X'PERT diffractometer (equipped with Cu-K汐 radiation, 竹=1.5418 ?) over the range 5 < 2牟<70～ with a step size of 0.02～ at 293 K. The permanent porosity was studied by measuring N2 adsorption isotherms at 77 K using a Quantachrome Autosorb-iQ-MP analyzer. Microstructural features of MOFs and their dispersion were analyzed by Scanning Electron Microscopy (SEM) using a JEOL JSM-7000 F microscope operated at 10每20 kV. Specimens were mounted on conductive carbon adhesive tabs and imaged after chromium sputter coating of 5 nm to make them conductive.",1
10.1016/j.jcou.2019.07.014,"The GO-VB6 material, as the precursor material, was synthesized in previous report. [32] The GO-VB6-Cu materials employed the following synthetic process. In brief, GO-VB6 (10mg) was dispersed into the EG via sonication for 60min to form the homogeneous turbidity, and then the EG solution of Cu(NO3)2 was added dropwise. Next, N2H4?H2O was added under stirring. The molar ratio of N2H4?H2O to Cu2+ ions was 20:1. Finally, the reaction was conducted at 60 ～C for 24 h. The obtained material was recovered by centrifugation, washed with the deionized water, and then dried in an oven at 40 ～C. By changing the Cu (NO3)2 concentration, the materials with different intended Cu contents with 5%, 10%, 20% and 40% were obtained, donated as GO-VB6-Cu-1, GO-VB6-Cu-2, GO-VB6-Cu-3 and GO-VB6-Cu-4. In addition, the synthetic process of GO-Cu material with the Cu content of 10 wt% was similar with the above procedure, but using GO instead of GO-VB6.",1
10.1016/j.jcou.2019.09.017,"The preparation route of the electrodeposition technique is reported in Scheme 1. Prior to the synthesis, the metal substrates (Cu foil, Ti Foil and Al foil supplied by Sigma Aldrich; Fe foil, Al grid and Fe-Cr-Ni alloy, supplied by Good-Fellow) were mechanically polished using a P280 abrasive sheet, then etched using an 0.5M HCl aqueous solution for 5min and finally washed with distilled water and dried. The pretreated substrates were thus used as the cathodes in a two-electrode electrochemical cell, while the anode was a Cu foil, which was pretreated using the same polishing and etching procedure. The two electrodes (cathode and anode) were fixed at a separation distance of 1 cm. A mixture of 0.4M Cu(CH3COO)2, 1.5M H2SO4 and 50mM HCl was used as the electrolyte [50]. The electrochemical deposition of Cu was performed under the application of a constant current (1.2 A) for times of 1, 2 and 4min. After the deposition, the materials were cleaned using distilled water, dried at 80 ～C overnight and then calcined at 200 ～C (5 ～Cmin?1 rate) for 1 h. The final supported Cu electrocatalyst appeared as a dark brown-black electrode. Similarly, Fe electrocatalysts were prepared on Fe, Fe-Cr-Ni alloy and Al substrates using 0.4 M FeSO4 (FeII) as the Fe precursor.",1
10.1016/j.jcou.2019.11.017,"The N-Bi was fabricated as follows. First, the pretreated Cu mesh was immersed into a solution containing 0.25M sulfuric acid, 0.03M stannous sulfate, and 0.6 M thiourea for 10min at room temperature. The as-obtained material was then plunged into 0.05M Bi(NO3)3 for 8min at room temperature. After washing with deionized water several times, the final material was dried at 333 K for 24 h under vacuum. The T-Bi was fabricated via the same procedure as the N-Bi. Specifically, the pretreated Cu foil was first immersed in 0.25M sulfuric acid solution containing 0.6M thiourea and 0.03M stannous sulfate for 10min at room temperature. The as-obtained material was then plunged into 0.05M Bi(NO3)3 for 8min at room temperature. Finally, the as-fabricated material was dried at 333 K for 24 h under vacuum. The catalyst loading amount of the N-Bi and T-Bi were determined through weight difference between initial and final weight [38].",1
10.1016/j.jcou.2019.12.003,"A 0.1mm thick, 2 cm℅2 cm copper foil (Shanghai Titan Scientific Co., Ltd. China) was used as the electrode catalyst support. Before use, it was sanded, then ultrasonically cleaned with water and ethanol, and finally sonicated in a dilute hydrochloric acid for 10min. The electrodeposition solution was prepared by adding 1.94 g of Bi(NO3)3 (Shanghai Aladdin Bio-Chem Technology Co., LTD) and 2.5mL of the concentrated nitric acid (Sinopharm Chemical Reagent Co., Ltd), and 10mg of MWCNT-COOH to a 200ml aqueous solution. MWCNT-COOH was obtained by heating reflux (110 ～C) MWCNTs (Shanghai Titan Scientific Co., Ltd. China) in a mixture of HNO3 and H2SO4 (1:3) for 3 h. [38,39] To prepare the catalyst layer, the pretreated copper foil was used as the substrate to electrodeposit Bi/MWCNT-COOH using a constant current density applied by a regulated direct-current power supply (linear DC power (Longwei Instruments (HK) CO. Ltd, China), and the catalyst-deposited electrode obtained was washed with deionized water and then dried in an oven for use. Several electrode samples were also prepared at different electrodeposition current densities. All the experimental solutions are prepared by using deionized water and all reagents were not further purified prior to use.",1
10.1016/j.jcou.2019.12.009,"The Cu and CuO nanoparticles supported on BC membranes were prepared by an in-situ chemical reduction method [40,41]. In this work, 0.4M CuSO4﹞5H2O was dissolved in 70 % mixed solution of ethanol and water (15mL deionized water, 35mL ethanol). The BC membranes with a geometric area of 2 cm℅2 cm were soaked in the mixed solution and stirred for 24 h. Then NaBH4 (0.2M, 0.3M, 0.4M) as reducing agent and 0.1M NaOH were dissolved in 50mL deionized water and finally added to above solution in a warm bath at 30 ～C for 90min. After that the BC membranes were washed with running deionized water to remove the superficial chemicals. These prepared samples were referred to as CuO/Cu4:2@BC, CuO/Cu4:3@BC, CuO/ Cu4:4@BC according to the different concentration of NaBH4 (0.2M, 0.3 M, 0.4M).",1
10.1016/j.jcou.2019.12.013,"The carbon fiber paper (CFP) was cut into small pieces (3 cm℅1 cm) and washed with ethanol and ultra-pure water (18.2 M次) successively. The ultrasonically cleaned in 0.5M H2SO4 for 40min. And then CFP was impregnated in 0.5 M H2SO4 and heated at 60 ⊥ for 1 h for hydrophilic and activation treatment. Before electrodeposition, the CFP was activated by cyclic voltammetry in 0.5 M H2SO4 at room temperature. The electrodeposited dendritic copper was prepared on CFP in a solution containing 0.01M CuSO4, 0.05M C6H7O8 and 1M H2SO4. The electrodeposition was performed at constant potential (?1.2 V vs SCE) for 500 s in a three-electrodes glass cell. The dendritic In-doped Cu@Cu2O electrode was prepared in an electrolyte mixing with 0.01M CuSO4, 0.05M C6H7O8 and 1M H2SO4 and x M In2(SO4)3 (Where x was set as 0.001, 0.003, 0.005). The time and potential of deposition process were the same as the procedure of the Cu electrode. The electrodeposited indium electrode was performed at constant potential (-1.5 V vs SCE) for 500 s in a solution containing 0.005M In2(SO4)3, 0.05M C6H7O8 and 1M H2SO4. All electrodeposition experiments were carried out in a three-electrode glass cell with saturated calomel electrode (SCE) as reference electrode and Pt mesh as counter electrode at a water bath of 30 ⊥.",1
10.1016/j.jcou.2020.01.018,"The Cuv-Cu2O catalyst was prepared on Cu foils (99.99 %, Tianjin Aida Corp.) by an electrodeposition method on an Autolab PGSTAT302 N electrochemical workstation. Before deposition, the Cu foils were electropolished in 85 % phosphoric acid at 259.7 mA cm?2 for 1min and then thoroughly rinsed with ultrapure water (18.2 M次, Merck Millipore Inc.). The electrodeposition solution was composed of 0.1 M Cu(NO3)2 and 0.1M KCl, with 0.5M NH4Cl as an additive to control the stepped morphology. A conventional three-electrode system was used, with a saturated calomel electrode (SCE) and a platinum mesh as reference and counter electrode, respectively. The deposition process was carried out by chronoamperometry method at ?0.4 V vs SCE for 30min at 70⊥. The electrode was removed from the electrolyte and generously rinsed with ultrapure water before the electrochemical measurements. For bulk Cu2O catalyst, the procedure was the same without adding NH4Cl. For r-Cuv-Cu2O catalyst, the Cuv-Cu2O catalyst was annealed for 30min at 200⊥ under a H2/Ar atmosphere.",1
10.1016/j.jcou.2020.02.017,"The dendritic Cu-nanostructures were prepared by following a modified DC electrophoresis method that we recently reported for the synthesis of plasmonic Cu/Cu-oxide nanostructures with varying shapes and morphologies [43]. Importantly, unlike similar DC electrophoreticdissolution/deposition methods reported in the literature, no harsh and stringent variables were employed in the present synthesis. Typically, a copper rod with 6mm diameter (sacrificial anode) was first cleaned in 0.1 M HNO3 and rinsed thoroughly with deionised water. A platinum wire loop with 2mm diameter (deposition substrate cathode) was cleaned in 0.1 M HCl for 20 s and then rinsed thoroughly with water. Keithley 2231A-30-3 triple channel DC power supply from Tektronix Inc. USA that can be operated under constant voltage or current was used as a voltage source. The positive terminal was connected to copper rod whereas negative terminal was connected to Pt wire loop cathode immersed in a conventional glass electrochemical cell containing ascorbic acid solution in water and DC voltage was applied for the stipulated time interval. With time, the colour of the solution changes from colourless to pale blue (cyan) initially then to reddish brown suggesting the dissolution of metallic copper as copper ions into electrolyte solution followed by nucleation and growth of Cu-microstructures. Accumulation of a brownish mass of copper particles at the Pt cathode was also observed at a later part of the electrolysis. The obtained suspension was collected, centrifuged for 10min, washed with Milli-Q water several times followed by ethanol and then dried in a petri dish under vacuum at 50 ～C for ca. 3 h. Several samples were prepared following the similar approach but varying the electrolysis parameters viz. applied voltage, L-ascorbic acid additive concentration, electrolysis time and temperature, one at a time. Based on the parameter of impact under consideration, four different batches of the deposits, with operations employed tabulated in Table SI-1 and described briefly as below were prepared.",1
10.1016/j.jcou.2020.101159,"PCN-62 MOF were synthesized based on the procedure described in the Literature [23]. It involves the step of making 5,5∩,5∩'-((benzene1,3,5-tricarbonyl) tris(azanediyl)) triisophthalic acid (H6TPBTM) by dissolving 1,3,5-Benzenetricarbonyltrichloride (1.593 g, 6.0mmol, FW: 265.48) in anhydrous acetonitrile (60mL) and added dropwise to a solution of 5-aminoisophthalic acid (3.81 g, 21mmol, FW: 181.15) in acetonitrile (60mL). 100mL of anhydrous tetrahydrofuran (THF) was then added to the reaction mixture. Nitrogen was refluxed over the resulting mixture for 24 h. After overnight drying under vacuum (< 0.1mmHg), when the reaction mixture was hot, the precipitated white solid was isolated by filtration and then washed with dry THF, acetonitrile, water, and then methanol to obtain 5,5∩,5∩'-(benzenetricarbonyltris(azanediyl))triisophthalic acid (3.75 g, 89 % yield, FW:699.53). H6TPBTM (15mg) and Cu (NO3)2﹞6H2O (30mg) were dissolved in 2mL of N, N-dimethylformamide (DMF) in a 4mL Pyrex vial, to which 0.2mL of HNO3 were added to prepare PCN-62. The mixture was heated in an 85 ～C oven for 12 h to yield 15mg of blue crystals.",1
10.1016/j.jcou.2020.101159,"HKUST-1MOF was made by using a novel hydrothermal method based on the reported procedures in the literature [24,25]. Cupric nitrate hemipentahydrate (6.0 g) was dissolved into 250mL deionized water and added with Benzene-1,3,5-tricarboxylic acid (4.0 g) in a 250mL of solvent consisting of equal parts of ethanol and deionized water. It was then mixed thoroughly to dissolve completely. The resultant solution mixture was transferred into a 250mL Teflon-lined stainless-steel autoclave. It was kept at 110 ～C for 18 h in oven to yield small crystals. Then the autoclave was cooled down to room temperature naturally and the blue crystals were isolated by filtration. The suspension was washed several times with the mixture of deionized water and ethanol. Then the mixture was dried to get HKUST-1MOF.",1
10.1016/j.jcou.2020.101169,"Copper(II) nitrate trihydrate (Cu(NO3)2﹞3H2O, ≡99 %, Aladdin), rubeanic acid (N,N＊-Bis(2-hydroxyethyl) dithiooxamide, ≡98.0 %, Tokyo Chemical Industry Co.,Ltd.), ethanol (CH3CH2OH, ≡99.8 %, Aladdin), deionized water (18.2 M次, Milli-Q water purification system), potassium bicarbonate (KHCO3, ≡99.99 %, Sigma-Aldrich), nafion solution (5 wt%, Shanghai He Sen Electric Co., Ltd.), formic acid (HCOOH, ≡99.5 %, Aladdin), dimethyl sulfoxide (C2H6OS, ≡99.95 %,Aladdin), and deuteroxide (D2O, 99.9atom%,Meryer Chemical Technology Co., Ltd.) were purchased and used without any further purification. Multi-walled carbon nanotubes (MWCNT, ≡99 %, XFNANO Materials Tech Co., Ltd (Nanjing, China)) were added into an aqueous 1M H2SO4 solution, then heated to 60 ～C to eliminate the impact of metal impurities, which are a well-known catalyst for CO2ER. Then the MWCNTs were rinsed with ultrapure H2O several times. After centrifugation and drying in air for 12 h, pretreated MWCNTs were stored for later use.",1
10.1016/j.jcou.2020.101169,"MWCNTs and 1mmol rubeanic acid were dispersed in 50mL of ethanol, followed by dropwise addition of 50mL of an aqueous solution with 1mmol Cu(NO3)2﹞3H2O under vigorous stirring. This process lasted for 24 h at room temperature. Subsequently, the gelatinous mixture was separated by centrifugation and it was followed by washing several times with deionized water. Finally, the product was dried at 50 ～C under vacuum overnight. The product was named CuRA@MWCNT. 2.2.3. Preparation of Cu1.81S and Cu1.81S supported on MWCNTs (Cu1.81S@MWCNT)",1
10.1016/j.jcou.2020.101169,"Similarly, to obtain Cu1.81S@MWCNT, CuRA@MWCNT were placed in a quartz boat, heated to 600 ～C at a ramp rate of 3 ～Cmin?1, and held for 2 h under N2 flow (100mL min?1) in a tube furnace. After cooling to room temperature naturally, black powder was collected. The product was identified as Cu1.81S@MWCNT-600, where the last three digitals represent the pyrolysis temperature. In addition, Cu1.81S@MWCNT-400 and Cu1.81S@MWCNT-800 were prepared by similar methods. The only difference among these catalysts was that Cu1.81S@MWCNT-400 was formed at 400 ～C and Cu1.81S@MWCNT-800 was formed at 800 ～C. 2.2.4. Preparation of oxide-modification Cu1.81S@MWCNT-600 (Cu1.81S@MWCNT-600-OD)",1
10.1016/j.jcou.2020.101178,"Different Cu/CuxO.GO composites were synthesised via a modified DC electrophoresis approach recently reported by us for the synthesis of varied shaped plasmonic Cu/CuxO nanoparticles (NPs) [27]. Typically, a copper rod (6 mm diameter) polished with fine emery paper followed by 10 s immersion in 10% HNO3 and then rinsed several times with copious amount of acetone and deionised water was used as a sacrificial anode. Pt rod (0.2 mm diameter) or CFP (with 4 mm x 4 mm of surface area exposed to electrolyte) was used as collecting cathode (i.e. to deposit micro-CuxO composites). The electrodes were immersed in a conventional electrochemical cell containing continuously stirred aqueous tri-sodium citrate (200 mM) solution along with a known amount of GO aqueous suspension (0.3 mg/mL diluted from stock solution with concentration of 4 mg/mL) maintained at a constant temperature of ca. 40 ～C (㊣ 0.1 ～C). A constant voltage was applied between Cu anode and Pt rod or CFP cathode using a Keithley (2231A-30-3) triple channel DC power supply (Tektronix).",1
10.1016/j.jcou.2020.101205,"Na2CO3 was slowly added into the same solution for 10 min. Subsequently, a solution was prepared by mixing 0.125 mol Cu (NO3)2﹞6H2O and 0.025 mol Al(NO3)3﹞9H2O in 100 mL water. Then, this solution was added dropwise into 100 mL alkaline solution containing 0.2 g GO and 0.05 mol Na2CO3 under stirring. During the whole preparation process, NaOH solution (4 M) was added dropwise to keep the pH at 10. The obtained solution followed stirrer up to 12 h for aging of precipitate. After 12 h, the mixture was first filtered and then ensured the pH became 7 by washing with DI-water. Later on, the obtained precipitate was washed with C2H5OH and followed 2 h stirring process, which is meant to improve the composite particles dispersion. The number ※5§ in ER-Cu5-LDH/rGO catalyst is the Cu/Al molar ratio.",1
10.1016/j.jcou.2020.101285,"Core/shell Cu@CuEu NPs were synthesized via one-step reduction by using TEG solution as a reductant and solvent and PVP K30 as a surfactant. A detailed description of the synthesis method is provided in the Experimental Section. Three kinds of Cu@CuEu NPs that were denoted as Cu@CuEu-1 NPs, Cu@CuEu-2 NPs, and Cu@CuEu-3 NPs were prepared by controlling Eu/Cu precursor ratios at 1:9, 1:4, and 1:1 (Table S1), respectively. The metal contents of core/shell Cu@CuEu NPs were analyzed via inductively coupled plasma atomic emission spectroscopy (ICP每OES). The bulk Eu/Cu ratios of the NPs were 0.052:1, 0.109:1, and 0.571:1 (Table S2). The atomic ratios of surface Eu/Cu for Cu@CuEu-1 NPs, Cu@CuEu-2 NPs, and Cu@CuEu-3 NPs collected through XPS were 0.50:1, 0.86:1, and 1.82:1 (Table S3), respectively. These results showed that three kinds of Cu@CuEu NPs with different shell contents were obtained by using the synthesis method reported here.",1
10.1016/j.jcou.2020.101409,"Copper nanowires were synthesized on a Cu foil by the oxidationreduction method reported before [29], as shown in Fig. 1. The Cu foil (1 cm2) (0.1 mm in thickness) was cleaned by the following procedure, i. e.: (i) washing in 3 M HCl ultrasonically to remove oxides on the surface, (ii) rinsing with deionized (DI) water, (iii) cleaning in the mixed solution of ethanol and acetone (1:1 in volume ratio) ultrasonically to remove organic impurities; (iv) rinsing with DI water and drying in the air. The pretreated Cu foil was placed in the reaction solution (0.1 M NH4SO3 in 2.5 M NaOH) for 30 min, after that the surface of the Cu foil turned to blue. Then the sample was washed by DI water and dried in the air. To synthesize Cu nanowires, the sample was further immersed in 50 mL of 0.5 M NaBH4 with stirring for about 2 h, rinsed by DI water and dried in a vacuum oven. Finally, the Cu(OH)2 was reduced to Cu and the surface of sample changed to puce. Cu nanowires were successfully synthesized on both sides of Cu foil.",1
10.1016/j.jcou.2020.101409,"Sn catalyst was coated on the surface of copper nanowires by the electrodeposition method. The electroplating solution was prepared as the previous study [25]. 0.05 M sodium citrate solution was prepared at first, then the pH value was adjusted to about 6.0 with H2SO4. SnCl2 was dissolved in the above solution to form the electroplating solution with a concentration of 0.018 M, which was stirred at least 10 h before the electrodeposition. With a Pt foil (4 cm2) counter electrode, Sn catalyst was electrodeposited on the surface of copper nanowires by applying a constant current density (3 mA cm? 2) for 15 min. The obtained sample was denoted as Sn/Nano-Cu. In addition, a Sn/Cu electrode as well as a commercial Sn foil electrode was employed as contrast samples. The same electrodeposition process was performed directly on the Cu foil to prepare the Sn/Cu electrode. The Sn foil was only cleaned in ethanol, acetone and DI water in turn.",1
10.1016/j.jcou.2020.101418,"H3BTT ligand was synthesized followed a similar process as reported [29]. A certain mass of CuCl2?2H2O, FeCl2?4H2O, and 142.0 mg H3BTT was dissolved in 32.0 mL DMF to obtain the yellow-green suspension. The mole amount of FeCl2?4H2O was kept at 0.3, 0.5, and 0.8 mmol, respectively, and the total amount of CuCl2?2H2O and FeCl2?4H2O was maintained at 1.6 mmol. The suspension was stirred at room temperature for 30 min to disperse it evenly. The solution was then placed in a 100 mL Teflon reactor and heated for 12 h at 120 ⊥. Wash the product with DMF 3 times and dry it in the air. According to the different reaction doses, the obtained precursors were labeled as Fe0.3Cu每BTT, Fe0.5Cu每BTT, and Fe0.8Cu每BTT.",1
10.1016/j.jcou.2021.101454,"A 牟-phase Al2Cu ingot (50 g) was prepared by melting pure Al (99.999 %, Alfa Aesar) and Cu (99.999 %, Alfa Aesar) metal powders in a graphite crucible in an induction furnace (MTI, SP-15TC). The crucible filled with the metal powders was heated to 750 ?C and kept at that temperature for 10 min before cooling down naturally in the furnace. The resulting Al2Cu ingot was pre-crushed (Retsch BB50 Jaw Crusher) to particles smaller than 2 mm. The ball milling process (2000 rpm for 8 h) was performed using a Retsch Emax ball mill. 12 mL of the pre-crushed Al2Cu powder and 30 mL 2 mm zirconia grinding balls were mixed in a 50 mL zirconia grinding jar. For ECR testing, we dealloyed 2 g of the resulting Al2Cu powder in 50 mL of 6 M KOH solution until hydrogen evolution was no longer observed. To avoid violent reaction and splattering the powder was added slowly to the KOH solution. The resulting npCu powder was rinsed several times with DI water and dried in a vacuum desiccator before further characterization and testing. Particle size analysis of the as-prepared Al2Cu powder was performed using a laser scattering particle size distribution analyzer (HORIBA LA-960). Microstructural characterization of both as-milled and dealloyed samples was carried out using scanning electron microscopy (SEM, JEOL 7410) with lower secondary electron detector at an accelerating voltage of 5? 10 keV and a working distance of 8 mm.",1
10.1016/j.jcou.2021.101454,"For spray coating the gas diffusion layer (GDL), 1 g of the npCu catalyst powder was ultrasonically suspended in 20 mL isopropyl alcohol (Fig. 1a). Four 25 cm2 GDLs (Sigracet, 39BCE) were fixed on a substrate using scotch tape and coated with the npCu/isopropyl alcohol suspension using a handheld airbrush (Fig. 1b and c). The manual airbrush technique used in this work resulted in non-uniform catalysts coatings as indicted by color variations of the coated GDL. The npCuGDL cathode assemblies were integrated into a 25 cm2 Opus 12 Inc. gas diffusion electrolyzer using an Aemion? AF1-HNN8? 50-X alkaline exchange membrane (AEM) (Ionomr Innovations Inc.) to separate the npCu-coated GDL cathode from the IrOx-coated porous Ti anode. The cell configuration is similar to that described in our previous work on CO2 to CO reduction using a nanoporous Au catalyst [30], and a schematic representation of the setup can be found in Fig. 1d. The cathode-AEM-anode assembly was then compressed between two flow fields against the respective cell current collectors. A CO2 flow rate of 250 sccm was used on the cathode side of the cell while 0.5 M KOH was circulated via a peristaltic pump on the anode side at 60 mL/min. Electrolysis was run in constant current mode with 35-minute holds at 25, 50, 75, 100, and 150 mA/cm2. The as-generated gas products were measured with an in-line gas chromatograph (GC, SRI 8610C) equipped with a flame ionization detector (FID) and a thermal conductivity detector (TCD) for measuring CO, CH4, C2H4, and H2 yields, respectively. The GC sampled the gas phase products every seven minutes and five data points were recorded for each current density. Here, we report the averaged selectivity and partial current densities (with the corresponding error bars) of the above GC-detected gas products. Liquid products are not reported here as the electrolyzer design used in this work did not allow for catholyte collection.",1
